File,Folder,Fs,NumChannels,Channel,Dur_ms,tL_ms,tR_ms,fAM_Hz,fAM_kHz,PeakProminence,EnvLP_Hz,Presence_RMS,Fmax_kHz,AM_Method,Tau_xcorr_ms,Tau_cep_ms,Tau_ripple_ms,Tau_cons_ms,OverlapFlag,nCorrPeaks,DurInfl_ms,fRipple_Hz,fRipple_kHz,DurCorr_ms
Call_05.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_01,192000,4,2,3.45833333333333,7.34895833333333,10.8072916666667,3187.5,3.1875,0.0196728376564892,5000,0.00171200723590324,47,welch,0.265625,0.203125,1.93939393939394,0.265625,1,25,0.265625,3764.70588235294,3.76470588235294,3.19270833333333
Call_05.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_01,192000,4,3,3.75,9.15625,12.90625,2343.75,2.34375,0.0131000954414763,5000,0.000879690531983821,48,welch,0.21875,0.645833333333333,1.93939393939394,NaN,0,14,NaN,NaN,NaN,3.75
Call_05.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_01,192000,4,4,3.91666666666667,9.30208333333333,13.21875,2671.875,2.671875,0.0418231500342197,5000,0.000858359648338117,50,welch,0.229166666666667,0.630208333333333,1.93939393939394,NaN,0,29,NaN,NaN,NaN,3.91666666666667
Call_06.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_01,192000,4,1,4.00520833333333,12.8125,16.8177083333333,1500,1.5,0.337944131981581,5000,0.00129402373528904,54,welch,0.317708333333333,0.291666666666667,1.93939393939394,0.317708333333333,1,7,0.317708333333333,3147.54098360656,3.14754098360656,3.6875
Call_06.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_01,192000,4,2,3.51041666666667,9.08854166666667,12.5989583333333,1593.75,1.59375,0.246314960663364,5000,0.00257683531188639,49,welch,0.359375,0.484375,1.93939393939394,0.484375,1,12,0.484375,2064.51612903226,2.06451612903226,3.02604166666667
Call_06.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_01,192000,4,3,3.47395833333333,10.8489583333333,14.3229166666667,1171.875,1.171875,0.336426285687684,5000,0.00222539848414243,51,welch,0.255208333333333,0.348958333333333,1.93939393939394,0.348958333333333,1,8,0.348958333333333,2865.67164179104,2.86567164179104,3.125
Call_06.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_01,192000,4,4,3.69791666666667,11.3489583333333,15.046875,1125,1.125,0.327205429669497,5000,0.00127761983433655,52,welch,0.234375,0.234375,1.93939393939394,0.234375,1,7,0.234375,4266.66666666667,4.26666666666667,3.46354166666667
Call_10.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_02,192000,4,1,4.11979166666667,12.609375,16.7291666666667,1031.25,1.03125,0.574487300867878,5000,0.001458343458992,51,welch,0.28125,0.369791666666667,1.93939393939394,0.369791666666667,1,7,0.369791666666667,2704.22535211268,2.70422535211268,3.75
Call_10.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_02,192000,4,2,4.27604166666667,8.72395833333333,13,1078.125,1.078125,0.344136214453304,5000,0.00188054586490263,50,welch,0.3125,0.265625,1.93939393939394,0.3125,1,8,0.3125,3200,3.2,3.96354166666667
Call_10.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_02,192000,4,3,4.328125,10.4895833333333,14.8177083333333,2296.875,2.296875,0.008315824506623,5000,0.00120909656672748,51,welch,0.21875,0.21875,1.93939393939394,0.21875,1,6,0.21875,4571.42857142857,4.57142857142857,4.109375
